1.00
1.40
0.10
  1305
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
    973       0.411831     25783.     7.00094E-01     7.60391E-07     9.52700E-01
    972       0.411854     25780.     7.00004E-01     7.60770E-07     9.52755E-01
    971       0.411878     25778.     6.99914E-01     7.61150E-07     9.52809E-01
    970       0.411901     25775.     6.99823E-01     7.61529E-07     9.52864E-01
    969       0.411925     25772.     6.99732E-01     7.61908E-07     9.52918E-01
    968       0.411948     25770.     6.99640E-01     7.62286E-07     9.52973E-01
    967       0.411972     25767.     6.99547E-01     7.62665E-07     9.53027E-01
    966       0.411995     25765.     6.99454E-01     7.63043E-07     9.53082E-01
    965       0.412019     25762.     6.99359E-01     7.63420E-07     9.53136E-01
    964       0.412043     25760.     6.99264E-01     7.63798E-07     9.53190E-01
    963       0.412066     25757.     6.99169E-01     7.64175E-07     9.53245E-01
    962       0.412090     25754.     6.99073E-01     7.64552E-07     9.53299E-01
    961       0.412113     25752.     6.98976E-01     7.64929E-07     9.53354E-01
    960       0.412137     25749.     6.98878E-01     7.65305E-07     9.53408E-01
    959       0.412160     25747.     6.98780E-01     7.65682E-07     9.53463E-01
    958       0.412184     25744.     6.98681E-01     7.66057E-07     9.53517E-01
    957       0.412207     25742.     6.98582E-01     7.66433E-07     9.53572E-01
    956       0.412231     25739.     6.98481E-01     7.66809E-07     9.53626E-01
    955       0.412254     25737.     6.98380E-01     7.67184E-07     9.53681E-01
    954       0.412278     25734.     6.98279E-01     7.67559E-07     9.53735E-01
    953       0.412302     25731.     6.98176E-01     7.67933E-07     9.53790E-01
    952       0.412325     25729.     6.98073E-01     7.68308E-07     9.53844E-01
    951       0.412349     25726.     6.97970E-01     7.68682E-07     9.53899E-01
    950       0.412372     25724.     6.97865E-01     7.69056E-07     9.53953E-01
    949       0.412396     25721.     6.97760E-01     7.69430E-07     9.54008E-01
    948       0.412419     25719.     6.97654E-01     7.69803E-07     9.54062E-01
    947       0.412443     25716.     6.97548E-01     7.70176E-07     9.54117E-01
    946       0.412467     25714.     6.97441E-01     7.70549E-07     9.54171E-01
    945       0.412490     25711.     6.97333E-01     7.70922E-07     9.54226E-01
    944       0.412514     25709.     6.97225E-01     7.71294E-07     9.54280E-01
    943       0.412537     25706.     6.97116E-01     7.71666E-07     9.54335E-01
    942       0.412561     25704.     6.97006E-01     7.72038E-07     9.54390E-01
    941       0.412584     25701.     6.96895E-01     7.72409E-07     9.54444E-01
