1.00
1.40
0.10
  1251
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
    980       0.422631     26719.     5.73388E-01     6.34927E-07     9.49385E-01
    979       0.422655     26717.     5.73348E-01     6.35268E-07     9.49440E-01
    978       0.422680     26714.     5.73308E-01     6.35609E-07     9.49494E-01
    977       0.422704     26711.     5.73268E-01     6.35950E-07     9.49548E-01
    976       0.422728     26708.     5.73226E-01     6.36290E-07     9.49602E-01
    975       0.422752     26705.     5.73185E-01     6.36630E-07     9.49657E-01
    974       0.422776     26702.     5.73142E-01     6.36970E-07     9.49711E-01
    973       0.422800     26700.     5.73100E-01     6.37310E-07     9.49765E-01
    972       0.422824     26697.     5.73056E-01     6.37650E-07     9.49820E-01
    971       0.422849     26694.     5.73012E-01     6.37989E-07     9.49874E-01
    970       0.422873     26691.     5.72968E-01     6.38328E-07     9.49928E-01
    969       0.422897     26688.     5.72923E-01     6.38667E-07     9.49982E-01
    968       0.422921     26685.     5.72877E-01     6.39005E-07     9.50037E-01
    967       0.422945     26683.     5.72831E-01     6.39344E-07     9.50091E-01
    966       0.422969     26680.     5.72785E-01     6.39682E-07     9.50145E-01
    965       0.422994     26677.     5.72737E-01     6.40020E-07     9.50200E-01
    964       0.423018     26674.     5.72690E-01     6.40358E-07     9.50254E-01
    963       0.423042     26671.     5.72642E-01     6.40695E-07     9.50308E-01
    962       0.423066     26669.     5.72593E-01     6.41032E-07     9.50362E-01
    961       0.423090     26666.     5.72543E-01     6.41369E-07     9.50417E-01
    960       0.423115     26663.     5.72494E-01     6.41706E-07     9.50471E-01
    959       0.423139     26660.     5.72443E-01     6.42042E-07     9.50525E-01
    958       0.423163     26658.     5.72392E-01     6.42379E-07     9.50580E-01
    957       0.423187     26655.     5.72341E-01     6.42715E-07     9.50634E-01
    956       0.423211     26652.     5.72289E-01     6.43050E-07     9.50688E-01
    955       0.423235     26649.     5.72236E-01     6.43386E-07     9.50743E-01
    954       0.423260     26646.     5.72183E-01     6.43721E-07     9.50797E-01
    953       0.423284     26644.     5.72129E-01     6.44056E-07     9.50851E-01
    952       0.423308     26641.     5.72075E-01     6.44391E-07     9.50906E-01
    951       0.423332     26638.     5.72020E-01     6.44726E-07     9.50960E-01
    950       0.423356     26635.     5.71965E-01     6.45060E-07     9.51014E-01
    949       0.423381     26633.     5.71909E-01     6.45395E-07     9.51069E-01
    948       0.423405     26630.     5.71853E-01     6.45729E-07     9.51123E-01
    947       0.423429     26627.     5.71796E-01     6.46062E-07     9.51177E-01
    946       0.423453     26624.     5.71738E-01     6.46396E-07     9.51232E-01
    945       0.423477     26622.     5.71680E-01     6.46729E-07     9.51286E-01
    944       0.423502     26619.     5.71622E-01     6.47062E-07     9.51340E-01
    943       0.423526     26616.     5.71563E-01     6.47395E-07     9.51395E-01
    942       0.423550     26613.     5.71503E-01     6.47727E-07     9.51449E-01
    941       0.423574     26611.     5.71443E-01     6.48060E-07     9.51504E-01
    940       0.423598     26608.     5.71382E-01     6.48392E-07     9.51558E-01
    939       0.423623     26605.     5.71321E-01     6.48724E-07     9.51612E-01
    938       0.423647     26603.     5.71259E-01     6.49056E-07     9.51667E-01
    937       0.423671     26600.     5.71197E-01     6.49387E-07     9.51721E-01
    936       0.423695     26597.     5.71134E-01     6.49718E-07     9.51775E-01
    935       0.423719     26594.     5.71070E-01     6.50049E-07     9.51830E-01
    934       0.423744     26592.     5.71006E-01     6.50380E-07     9.51884E-01
    933       0.423768     26589.     5.70942E-01     6.50710E-07     9.51939E-01
    932       0.423792     26586.     5.70876E-01     6.51041E-07     9.51993E-01
    931       0.423816     26584.     5.70811E-01     6.51371E-07     9.52047E-01
    930       0.423840     26581.     5.70745E-01     6.51701E-07     9.52102E-01
    929       0.423865     26578.     5.70678E-01     6.52030E-07     9.52156E-01
    928       0.423889     26576.     5.70610E-01     6.52360E-07     9.52211E-01
    927       0.423913     26573.     5.70543E-01     6.52689E-07     9.52265E-01
    926       0.423937     26570.     5.70474E-01     6.53018E-07     9.52319E-01
    925       0.423962     26567.     5.70405E-01     6.53346E-07     9.52374E-01
    924       0.423986     26565.     5.70336E-01     6.53675E-07     9.52428E-01
